"section","code","specialist","status","first_available","last_booked","source_pdf_date","source_pdf_url"
"KLINIKA ZA OTORINOLARINGOLOGIJU","200130","KONZILIJUM ZA SLUЕ NA POMAGALA I LJEKOVE","NO_SLOTS",,"27.06.2025. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OTORINOLARINGOLOGIJU","200630","SPECIJALISTIДЊKA ORL 2","NO_SLOTS",,"24.02.2026. 09:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OTORINOLARINGOLOGIJU","200109","SPECIJALISTIДЊKA ORL AMBULANTA I","NO_SLOTS",,"27.02.2026. 13:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OTORINOLARINGOLOGIJU","200319","SUBSPEC. AUDIOLOЕ KA ORL AMBULANTA","NO_SLOTS",,"27.02.2026. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OTORINOLARINGOLOGIJU","200219","SUBSPEC. FONIJATRISKA ORL AMBULANTA","HAS_SLOTS","26.03.2026. 13:40","05.03.2026. 11:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OTORINOLARINGOLOGIJU","200519","SUBSPEC. ORL AMBULANTA ZA PLASTIДЊNU HIRURGIJU","NO_SLOTS",,"30.12.2025. 09:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210179","KABINET ZA DIJAGNOSTIKU (KVP I OCT)","HAS_SLOTS","27.03.2026. 18:40","19.03.2026. 16:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210199","KABINET ZA FLUORESCINSKU ANGIOGRAFIJU - FA","NO_SLOTS",,"13.01.2026. 13:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210139","KABINET ZA GLAUKOM","NO_SLOTS",,"24.03.2026. 12:15","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210119","KABINET ZA KONTAKTNA SOДЊIVA I BOLESTI ROЕЅNJAДЊE","NO_SLOTS",,"24.03.2026. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210129","KABINET ZA LASER I OCT","NO_SLOTS",,"31.03.2026. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210110","KABINET ZA OKULOPLASTIДЊNU HIRURGIJU I SUZNE PUTEVE","NO_SLOTS",,"27.03.2026. 12:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210149","KABINET ZA ULTRAZVUK OKA","NO_SLOTS",,"23.03.2026. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210008","KABINET ZA UVEITISE","NO_SLOTS",,"16.03.2026. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210169","OFTALMOLOЕ KA INTERVENTA AMBULANTA","HAS_SLOTS","31.03.2026. 13:15","03.03.2026. 12:15","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210180","OFTALMOLOЕ KA INTERVENTNA AMB. 2","NO_SLOTS",,"15.08.2022. 08:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210109","OFTALMOLOЕ KA OPЕ TA AMBULANTA 1","NO_SLOTS",,"30.03.2026. 09:50","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210159","OFTALMOLOЕ KA OPЕ TA AMBULANTA 2","NO_SLOTS",,"24.03.2026. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA OДЊNE BOLESTI","210007","OFTALMOLOЕ KA OPЕ TA AMBULANTA 3","NO_SLOTS",,"20.03.2026. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA PSIHIJATRIJU","170700","AMBULANTA SUPSTITUCIONOJ TERAPIJI","NO_SLOTS",,"26.03.2023. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA PSIHIJATRIJU","170509","PSIHIJATRIJSKA AMBULANTA 1","HAS_SLOTS","31.03.2026. 12:40","13.03.2026. 10:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA PSIHIJATRIJU","170519","PSIHIJATRIJSKA AMBULANTA 2","HAS_SLOTS","31.03.2026. 12:40","16.03.2026. 08:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA PSIHIJATRIJU","170699","PSIHIJATRIJSKA AMBULANTA 3","HAS_SLOTS","31.03.2026. 12:40","12.03.2026. 10:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA PSIHIJATRIJU","170902","PSIHOLOЕ KI KABINET I","HAS_SLOTS","30.03.2026. 18:00","23.02.2026. 11:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA PSIHIJATRIJU","170899","PSIHOLOЕ KI KABINET II","HAS_SLOTS","31.03.2026. 12:30","11.02.2026. 16:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA UROLOGIJU","140109","UROLOЕ KA AMBULANTA I","HAS_SLOTS","30.04.2026. 13:45","02.04.2026. 13:30","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA UROLOGIJU","140129","UROLOЕ KA AMBULANTA II","HAS_SLOTS","30.04.2026. 13:45","02.04.2026. 13:15","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"KLINIKA ZA UROLOGIJU","140119","UROLOЕ KA INTERVENTNA AMBULANTA","NO_SLOTS",,"18.11.2022. 08:00","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"STOMATOLOЕ KA POLIKLINIKA","300100","ODJELJENJE ORALNE HIRURGIJE 1","NO_SLOTS",,"31.10.2022. 10:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"STOMATOLOЕ KA POLIKLINIKA","300500","ODJELJENJE STOMATOLOЕ KE PROTETIKE SA LABORATORIJOM","NO_SLOTS",,"30.11.2022. 20:45","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"STOMATOLOЕ KA POLIKLINIKA","300600","ODJELJENJE ZA BOLESTI ZUBA SA ENDODONCIJOM","NO_SLOTS",,"31.10.2022. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"STOMATOLOЕ KA POLIKLINIKA","300300","ODJELJENJE ZA ORTOPEDIJU VILICE SA LABORATORIJOM 1","NO_SLOTS",,"31.10.2022. 13:40","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
"STOMATOLOЕ KA POLIKLINIKA","300301","ODJELJENJE ZA ORTOPEDIJU VILICE SA LABORATORIJOM 2","NO_SLOTS",,"30.09.2022. 20:20","11.02.2026","https://www.kccg.me/wp-content/uploads/2026/02/prvi-slobodan-termin-kccg-5.pdf"
